total_population,median_age,median_household_income,per_capita_income,population_below_poverty,bachelors_degree_holders,masters_degree_holders,doctorate_holders,education_population_base,white_alone,black_alone,asian_alone,hispanic_or_latino,median_gross_rent,median_home_value,occupied_housing_units,total_housing_units,total_commuters,public_transit_commuters,total_households,labor_force,unemployed,zip,pct_bachelors_plus,poverty_rate,diversity_index,pct_transit_commuters,housing_occupancy_rate,pct_hispanic,income_rent_ratio,unemployment_rate
12072.0,47.6,128000.0,84262.0,617.0,3868.0,1352.0,444.0,9152.0,9391.0,141.0,568.0,1871.0,2853.0,1617500.0,5110.0,6046.0,5488.0,77.0,5110.0,5885.0,161.0,92075,0.6188811188811189,0.051110006626905236,0.35777447322941447,0.01403061224489796,0.8451869004300364,0.15498674618952948,3.7387545273980605,0.02735768903993203
53019.0,37.7,107894.0,48866.0,4116.0,10412.0,4594.0,465.0,34448.0,34576.0,742.0,5344.0,16614.0,2274.0,787600.0,18045.0,19093.0,23973.0,105.0,18045.0,25502.0,1053.0,92078,0.449111704598235,0.0776325468228371,0.5425650681011503,0.004379927418345639,0.9451107735819411,0.3133593617382448,3.9538991498094402,0.041290879146733586
29475.0,38.0,99153.0,45274.0,3143.0,5137.0,1977.0,374.0,20830.0,19050.0,1506.0,2209.0,8793.0,2323.0,681400.0,10596.0,10965.0,15026.0,123.0,10596.0,16008.0,850.0,92081,0.35948151704272685,0.10663273960983885,0.5507944993968334,0.008185811260481832,0.9663474692202463,0.2983206106870229,3.5569306930693068,0.05309845077461269
20678.0,42.0,111716.0,44238.0,2130.0,2835.0,969.0,181.0,14236.0,13441.0,406.0,407.0,7363.0,1281.0,719600.0,6336.0,6717.0,9449.0,2.0,6336.0,10014.0,333.0,92082,0.27992413599325655,0.10300802785569203,0.496667219772318,0.00021166260979997884,0.9432782492184011,0.3560789244607796,7.267499349466562,0.03325344517675255
37864.0,34.1,80160.0,33384.0,4446.0,3332.0,1097.0,134.0,24327.0,19682.0,1108.0,1510.0,22849.0,1929.0,564500.0,11259.0,11764.0,18862.0,322.0,11259.0,20957.0,1596.0,92083,0.18756936736958935,0.11742024086203254,0.5521235935381497,0.017071360407167852,0.9570724243454607,0.603449186562434,3.462934162778642,0.07615593834995467
49971.0,35.5,94768.0,37153.0,4595.0,6216.0,1915.0,320.0,32470.0,30072.0,1109.0,1962.0,23733.0,1845.0,689500.0,15007.0,15656.0,24060.0,137.0,15007.0,25954.0,1435.0,92084,0.2602710194025254,0.09195333293310119,0.5447558852036776,0.005694098088113051,0.9585462442514052,0.4749354625682896,4.280397470641373,0.05529012868921939
1409.0,59.1,54167.0,35887.0,202.0,204.0,170.0,6.0,1196.0,942.0,10.0,150.0,291.0,1368.0,342100.0,548.0,740.0,469.0,0.0,548.0,515.0,26.0,92086,0.3177257525083612,0.1433640880056778,0.4874150261099365,0.0,0.7405405405405405,0.20652945351312987,3.299646686159844,0.05048543689320388
1288.0,61.9,96818.0,100258.0,146.0,324.0,232.0,79.0,1077.0,1025.0,0.0,125.0,92.0,3501.0,1584200.0,668.0,847.0,339.0,0.0,668.0,380.0,32.0,92091,0.5896007428040855,0.11335403726708075,0.30329373692112604,0.0,0.7886658795749705,0.07142857142857142,2.3045320384652004,0.08421052631578947
521.0,19.0,,10994.0,0.0,40.0,25.0,0.0,75.0,282.0,10.0,129.0,112.0,,,0.0,0.0,163.0,9.0,0.0,184.0,21.0,92092,0.8666666666666667,0.0,0.6169897461710943,0.05521472392638037,,0.21497120921305182,,0.11413043478260869
2044.0,19.3,,9398.0,0.0,64.0,33.0,54.0,162.0,980.0,66.0,566.0,596.0,,,0.0,0.0,816.0,105.0,0.0,998.0,149.0,92093,0.9320987654320988,0.0,0.6635406821045999,0.12867647058823528,,0.29158512720156554,,0.1492985971943888
46025.0,36.8,86403.0,75087.0,7084.0,13296.0,5949.0,1328.0,40407.0,29900.0,3757.0,3999.0,10363.0,2222.0,751800.0,27295.0,31320.0,27614.0,1430.0,27295.0,29861.0,1743.0,92101,0.5091444551686589,0.15391634980988594,0.5526507411203467,0.051785326283769105,0.8714878671775224,0.2251602390005432,3.2404365436543654,0.0583704497505107
40051.0,33.9,68900.0,33046.0,6589.0,5197.0,1730.0,448.0,28031.0,21084.0,3699.0,2521.0,23128.0,1783.0,548700.0,14482.0,15811.0,20926.0,1177.0,14482.0,23033.0,1858.0,92102,0.2631015661232207,0.16451524306509202,0.6070288832343879,0.05624581859887222,0.9159445955347543,0.5774637337394821,3.220228080014956,0.08066686927451917
34296.0,42.1,94210.0,76380.0,2682.0,10327.0,5172.0,1391.0,29686.0,25816.0,854.0,2344.0,6723.0,1900.0,912900.0,18834.0,20591.0,20964.0,630.0,18834.0,22189.0,887.0,92103,0.5689550629926565,0.07820153953813856,0.4378908523986508,0.03005151688609044,0.9146714584041572,0.19602869139258222,4.132017543859649,0.03997476226959304
46613.0,34.6,86291.0,53270.0,4528.0,12722.0,4286.0,1317.0,36624.0,28930.0,3806.0,2591.0,15172.0,1805.0,776100.0,22454.0,23811.0,30177.0,1326.0,22454.0,32714.0,1854.0,92104,0.5003549584971604,0.09714028275373823,0.5732275249119845,0.04394074957749279,0.9430095334089287,0.3254885976015275,3.983887349953832,0.05667298404352877
72688.0,33.6,58924.0,25940.0,16721.0,6631.0,2096.0,380.0,47280.0,22360.0,9179.0,13810.0,37254.0,1549.0,560800.0,22847.0,24074.0,33233.0,2343.0,22847.0,37062.0,2835.0,92105,0.19261844331641287,0.2300379705040722,0.683025174354127,0.07050221165708784,0.9490321508681565,0.5125192604006163,3.170002151925974,0.0764934434191355
20483.0,38.5,119782.0,69046.0,1392.0,4116.0,2452.0,553.0,13671.0,15845.0,485.0,829.0,3055.0,2194.0,1241800.0,7519.0,7818.0,10595.0,33.0,7519.0,11253.0,501.0,92106,0.5208836222661107,0.06795879509837426,0.36046057457295577,0.0031146767343086363,0.9617549245331287,0.1491480740125958,4.549604983287755,0.044521460943748335
29435.0,36.5,101042.0,63467.0,2561.0,8120.0,3063.0,992.0,22905.0,23922.0,579.0,1036.0,4393.0,1988.0,1146100.0,13653.0,14528.0,17403.0,264.0,13653.0,18985.0,1006.0,92107,0.5315433311504039,0.08700526583998641,0.33806002847271777,0.015169798310636097,0.9397714757709251,0.14924409716324105,4.235496311200537,0.05298920200158019
24201.0,33.4,97705.0,61548.0,2420.0,6767.0,2447.0,419.0,18379.0,14171.0,1625.0,3287.0,5796.0,2521.0,586100.0,12637.0,13502.0,15608.0,328.0,12637.0,16885.0,719.0,92108,0.524130801458186,0.09999586793934134,0.599563796407556,0.021014864172219375,0.935935416975263,0.23949423577538118,3.22970382123496,0.04258217352679893
44009.0,33.5,106399.0,70975.0,3667.0,15785.0,5792.0,1282.0,35658.0,35622.0,899.0,1841.0,5602.0,2198.0,1082700.0,21783.0,25946.0,29930.0,332.0,21783.0,32041.0,1158.0,92109,0.6410623142071905,0.08332386557295099,0.3250805578009869,0.0110925492816572,0.8395513759346335,0.127292144788566,4.033932362754019,0.0361411940950657
30773.0,34.2,95408.0,49063.0,3890.0,7156.0,2730.0,473.0,20974.0,20850.0,1314.0,2327.0,6193.0,2170.0,810100.0,12296.0,13084.0,16071.0,384.0,12296.0,17104.0,622.0,92110,0.4938972060646515,0.12640951483443277,0.48994873389564164,0.023893970505880158,0.9397737694894528,0.2012478471387255,3.6639016897081413,0.03636576239476146
47710.0,36.8,94540.0,41316.0,5559.0,8523.0,4466.0,845.0,33972.0,26964.0,2356.0,8461.0,14728.0,1973.0,681200.0,16911.0,17510.0,24066.0,667.0,16911.0,26464.0,1536.0,92111,0.40721770870128343,0.11651645357367428,0.629656042825357,0.02771544918141777,0.9657909765848087,0.30869838608258227,3.9930731542490285,0.05804111245465538
50983.0,31.3,56427.0,22112.0,11056.0,2318.0,867.0,51.0,31609.0,24600.0,5351.0,1918.0,39553.0,1532.0,491600.0,13719.0,14566.0,22603.0,2129.0,13719.0,25410.0,2310.0,92113,0.10237590559650732,0.2168565992585764,0.5683458794313359,0.09419103658806353,0.9418508856240561,0.7758076221485594,3.069353785900783,0.09090909090909091
66487.0,38.2,84966.0,29365.0,8144.0,6754.0,1759.0,84.0,45546.0,18998.0,11787.0,15999.0,29569.0,1728.0,564200.0,18293.0,18867.0,29267.0,1043.0,18293.0,32319.0,2380.0,92114,0.18875422649628948,0.12249011084873734,0.7203752174681536,0.03563740731882325,0.9695765092489532,0.44473355693594235,4.097511574074074,0.07364089235434265
61456.0,29.3,68420.0,33405.0,12697.0,8178.0,3873.0,500.0,35445.0,33133.0,6035.0,7825.0,18481.0,1779.0,668000.0,21271.0,23276.0,30514.0,1024.0,21271.0,34032.0,2795.0,92115,0.3540978981520666,0.20660309815152303,0.6414624237250998,0.03355836665137314,0.9138597697198831,0.3007192137464202,3.2049840734495034,0.082128584861307
31836.0,35.6,93661.0,64476.0,2807.0,9043.0,4071.0,1051.0,26559.0,21427.0,1656.0,1813.0,9341.0,1823.0,817700.0,16421.0,17922.0,21088.0,567.0,16421.0,22677.0,1300.0,92116,0.5333408637373395,0.08817062445030782,0.5287382437417348,0.02688732928679818,0.9162481865863185,0.29340997612765424,4.281449990857561,0.05732680689685585
54499.0,37.9,101445.0,49119.0,5131.0,12775.0,4867.0,1198.0,40231.0,35936.0,1690.0,5322.0,13600.0,2026.0,836800.0,20750.0,21606.0,29044.0,340.0,20750.0,31147.0,1288.0,92117,0.46829559295070966,0.09414851648654103,0.5285526936812801,0.011706376532158105,0.9603813755438304,0.24954586322684819,4.172630799605133,0.04135229717147719
17602.0,42.1,125558.0,75473.0,900.0,4102.0,2390.0,399.0,12212.0,14002.0,605.0,641.0,3383.0,3046.0,1872000.0,6549.0,9266.0,8691.0,24.0,6549.0,9215.0,328.0,92118,0.5642810350474943,0.05113055334621066,0.3999737769269517,0.002761477390403866,0.7067774660047486,0.19219406885581183,3.435051433574086,0.03559413998914813
24419.0,42.6,105849.0,52307.0,1562.0,5602.0,2881.0,489.0,17605.0,17368.0,907.0,2190.0,4137.0,2031.0,743000.0,9311.0,9590.0,11992.0,102.0,9311.0,12978.0,772.0,92119,0.5096279466060778,0.06396658339817356,0.46406206034274244,0.008505670446964642,0.9709071949947863,0.1694172570539334,4.3430576070901035,0.05948528278625366
30241.0,37.7,111909.0,56454.0,2521.0,7272.0,2858.0,568.0,21080.0,21082.0,1800.0,2276.0,5835.0,2233.0,807000.0,11882.0,12582.0,15121.0,245.0,11882.0,16434.0,1052.0,92120,0.5074952561669829,0.08336364538209716,0.49309250987279063,0.01620263210105152,0.9443649658241933,0.1929499685856949,4.1763322884012535,0.06401363027869052
4150.0,32.3,125000.0,64295.0,747.0,945.0,572.0,354.0,2706.0,2166.0,90.0,1114.0,581.0,2433.0,1017800.0,1658.0,1750.0,2399.0,77.0,1658.0,2623.0,129.0,92121,0.6914264597191426,0.18,0.5978185954351846,0.032096706961233845,0.9474285714285714,0.14,4.281408412111248,0.04918032786885246
45988.0,31.0,98330.0,55419.0,9927.0,11218.0,6152.0,3160.0,29896.0,25634.0,725.0,13584.0,6313.0,2461.0,894700.0,19549.0,21128.0,24576.0,1665.0,19549.0,26784.0,1491.0,92122,0.6867139416644367,0.21586065930242673,0.5877737066742754,0.0677490234375,0.9252650511170011,0.13727494128903192,3.3296085602058785,0.05566756272401434
32951.0,35.5,111282.0,49108.0,3275.0,6936.0,2781.0,814.0,23653.0,17217.0,2765.0,6864.0,6833.0,2629.0,737000.0,12222.0,13060.0,18350.0,258.0,12222.0,20466.0,1716.0,92123,0.44522893501881367,0.09939000333829019,0.6492255541043859,0.014059945504087193,0.9358346094946401,0.20736851688871355,3.5273868391023204,0.08384637936089123
31121.0,32.7,105885.0,47763.0,1944.0,6532.0,3137.0,722.0,20517.0,20656.0,2060.0,3346.0,6356.0,2907.0,818100.0,11383.0,11918.0,14770.0,142.0,11383.0,15575.0,517.0,92124,0.5064580591704441,0.06246585906622538,0.540873424396809,0.00961408259986459,0.9551099177714382,0.20423508242023072,3.035345717234262,0.03319422150882825
78111.0,35.8,116013.0,45634.0,6058.0,15809.0,8205.0,1776.0,55472.0,23007.0,2901.0,39295.0,12487.0,2460.0,715900.0,25122.0,25860.0,41937.0,896.0,25122.0,44770.0,2159.0,92126,0.46491923853475625,0.07755629808861748,0.6292481965869914,0.021365381405441496,0.971461716937355,0.1598622473147188,3.929979674796748,0.048224257315166406
51107.0,37.3,166804.0,70147.0,1482.0,13866.0,7631.0,1843.0,33138.0,24996.0,1101.0,17828.0,4612.0,2442.0,1096000.0,15895.0,16437.0,23711.0,15.0,15895.0,25439.0,1320.0,92127,0.7043273583197538,0.028997984620502085,0.590328632746169,0.000632617772341951,0.9670256129464014,0.09024204120766235,5.692192192192192,0.051888832108180356
49273.0,43.8,125609.0,63903.0,2320.0,12530.0,7662.0,1821.0,37236.0,28879.0,1198.0,12787.0,5356.0,2620.0,788200.0,20428.0,21279.0,23559.0,237.0,20428.0,25316.0,1362.0,92128,0.5911752067891288,0.047084610232784686,0.5580423551257621,0.010059849738953266,0.960007519150336,0.10870050534775638,3.995197201017812,0.05379996839943119
52495.0,40.8,146754.0,61658.0,3218.0,12134.0,7577.0,2140.0,36587.0,27183.0,990.0,17780.0,6002.0,2555.0,932400.0,18040.0,18639.0,25804.0,128.0,18040.0,27903.0,1324.0,92129,0.5972339902151037,0.06130107629298028,0.5954361936494035,0.004960471244768253,0.9678630827834112,0.11433469854271835,4.786497064579256,0.04745009497186682
57363.0,39.5,186000.0,90363.0,2570.0,13432.0,9234.0,4933.0,38572.0,30924.0,155.0,19065.0,4680.0,3090.0,1438500.0,20810.0,22465.0,28597.0,198.0,20810.0,30714.0,1481.0,92130,0.7155190293477134,0.044802398758781795,0.5536123425640053,0.0069238031961394554,0.9263298464277765,0.08158569112494117,5.016181229773463,0.04821905320049489
35227.0,42.4,169448.0,75852.0,1155.0,8992.0,5248.0,1287.0,24079.0,19346.0,751.0,9870.0,4187.0,2865.0,1064400.0,12623.0,12977.0,17387.0,81.0,12623.0,18209.0,613.0,92131,0.6448357489928984,0.032787350611746674,0.5801274027139247,0.004658653016621614,0.9727209678662249,0.11885769438215006,4.9286794648051195,0.03366467131638201
241.0,21.9,,27486.0,0.0,1.0,0.0,0.0,24.0,134.0,46.0,0.0,78.0,,,0.0,0.0,218.0,0.0,0.0,218.0,0.0,92134,0.041666666666666664,0.0,0.6070548644913165,0.0,,0.3236514522821577,,0.0
1095.0,21.0,,25238.0,0.0,14.0,0.0,0.0,205.0,525.0,117.0,97.0,361.0,,,0.0,0.0,1057.0,22.0,0.0,1074.0,0.0,92135,0.06829268292682927,0.0,0.6454181818181818,0.020813623462630087,,0.32968036529680367,,0.0
9630.0,24.2,,43344.0,0.0,866.0,154.0,0.0,4078.0,5287.0,1617.0,1213.0,2297.0,,,16.0,26.0,9537.0,776.0,16.0,9579.0,0.0,92136,0.2501226091221187,0.0,0.6559321744461455,0.08136730628080109,0.6153846153846154,0.23852544132917966,,0.0
34930.0,35.8,87463.0,31250.0,2894.0,4087.0,958.0,116.0,23548.0,9580.0,3888.0,9998.0,14195.0,1979.0,567600.0,9960.0,10578.0,17055.0,428.0,9960.0,18671.0,1105.0,92139,0.2191693562085952,0.0828514171199542,0.7120945409531694,0.025095279976546467,0.9415768576290414,0.40638419696535927,3.6829627758127,0.059182689732740615
2807.0,19.9,,19835.0,0.0,16.0,0.0,0.0,175.0,1920.0,232.0,108.0,962.0,,,0.0,0.0,2564.0,49.0,0.0,2706.0,7.0,92140,0.09142857142857143,0.0,0.5494457140369149,0.019110764430577222,,0.3427146419665123,,0.0025868440502586844
2810.0,21.7,,23297.0,0.0,64.0,9.0,0.0,517.0,1602.0,410.0,120.0,912.0,,,0.0,0.0,2489.0,97.0,0.0,2582.0,0.0,92145,0.14119922630560927,0.0,0.6135686669970524,0.038971474487746086,,0.32455516014234875,,0.0
180.0,21.3,,24228.0,0.0,18.0,0.0,0.0,25.0,96.0,47.0,0.0,89.0,,,0.0,0.0,180.0,0.0,0.0,180.0,0.0,92147,0.72,0.0,0.6405692627824019,0.0,,0.49444444444444446,,0.0
83758.0,35.8,83287.0,29811.0,8119.0,8605.0,1817.0,379.0,55084.0,36674.0,4143.0,9985.0,57063.0,1986.0,578700.0,23076.0,23791.0,37067.0,1501.0,23076.0,40873.0,3017.0,92154,0.19608234696100502,0.09693402421261253,0.5944915848770473,0.040494240159710794,0.969946618469169,0.6812841758399197,3.494754951325948,0.07381400924815894
196.0,22.2,,46781.0,0.0,16.0,0.0,0.0,53.0,117.0,23.0,0.0,64.0,,,0.0,0.0,194.0,0.0,0.0,196.0,0.0,92155,0.3018867924528302,0.0,0.5599288735101884,0.0,,0.32653061224489793,,0.0
28609.0,34.2,58209.0,22550.0,4656.0,1575.0,427.0,13.0,18665.0,13273.0,399.0,444.0,26832.0,1449.0,464500.0,7998.0,8321.0,11748.0,811.0,7998.0,13485.0,1426.0,92173,0.10795606750602732,0.16274598902443288,0.4653400151965479,0.06903302689819543,0.9611825501742579,0.9378866790170926,3.3476535541752934,0.10574712643678161
3031.0,41.8,,4331.0,0.0,70.0,17.0,0.0,2895.0,1551.0,1007.0,43.0,1078.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92179,0.03005181347150259,0.0,0.6613543320629764,,,0.3556581986143187,,
64325.0,38.6,60031.0,30636.0,9837.0,3844.0,2001.0,289.0,44615.0,22811.0,2481.0,1922.0,47625.0,1304.0,321000.0,23790.0,27233.0,29262.0,50.0,23790.0,32425.0,2733.0,92201,0.1374873921326908,0.15292654488923435,0.5003760428778833,0.00170870070398469,0.8735725039474167,0.7403808783521182,3.83633691206544,0.08428681572860447
33558.0,42.0,90708.0,41965.0,2658.0,4482.0,2265.0,313.0,23615.0,18792.0,546.0,759.0,16915.0,1743.0,448000.0,12109.0,15201.0,13525.0,35.0,12109.0,15011.0,884.0,92203,0.2989625238196062,0.07920615054532451,0.5327131716529405,0.002587800369685767,0.7965923294520098,0.5040526849037488,4.336775674125072,0.05889014722536806
4832.0,68.3,132479.0,127143.0,229.0,1223.0,873.0,141.0,4499.0,4303.0,169.0,139.0,152.0,873.0,941200.0,2581.0,5396.0,1627.0,0.0,2581.0,1750.0,111.0,92210,0.4972216048010669,0.047392384105960264,0.180699262180406,0.0,0.4783172720533729,0.03145695364238411,12.645952653684612,0.06342857142857143
26741.0,63.1,82917.0,60827.0,2527.0,5565.0,2553.0,365.0,22709.0,20948.0,950.0,1014.0,4137.0,1776.0,482000.0,13181.0,20204.0,9055.0,25.0,13181.0,9820.0,569.0,92211,0.37355233607820687,0.09449908380389664,0.3742019139600363,0.0027609055770292656,0.652395565234607,0.1547062563105344,3.890625,0.057942973523421586
32797.0,42.0,55538.0,29133.0,5872.0,2293.0,1240.0,89.0,22890.0,15842.0,2309.0,1739.0,15738.0,1390.0,300000.0,11788.0,12851.0,11003.0,163.0,11788.0,12206.0,1023.0,92220,0.1582350371341197,0.17904076592371254,0.6005770993579362,0.014814141597746069,0.9172827017352735,0.47986096289294755,3.3296163069544367,0.08381124037358675
61686.0,36.0,99983.0,36408.0,5068.0,5989.0,3199.0,349.0,39466.0,32401.0,5841.0,4396.0,27638.0,1413.0,423100.0,19156.0,19862.0,25472.0,264.0,19156.0,28247.0,1754.0,92223,0.2416510414027264,0.0821580261323477,0.6219410317455748,0.0103643216080402,0.9644547376900614,0.4480433161495315,5.896614767633876,0.06209508974404362
21189.0,35.7,52088.0,19270.0,3507.0,817.0,310.0,49.0,14645.0,7977.0,2318.0,477.0,12527.0,880.0,186500.0,5367.0,7802.0,5744.0,87.0,5367.0,6292.0,436.0,92225,0.0803004438374872,0.16551040634291378,0.583380933463719,0.015146239554317549,0.6879005383235068,0.5912029826796923,4.932575757575758,0.06929434202161475
27540.0,30.8,56559.0,25191.0,6341.0,2058.0,281.0,70.0,16421.0,14533.0,233.0,320.0,22972.0,927.0,261700.0,7839.0,9113.0,9151.0,34.0,7839.0,11451.0,2046.0,92227,0.14670239327690152,0.2302469135802469,0.48973228160891447,0.0037154409354168945,0.8601997146932953,0.8341321713870733,5.0844120819848975,0.1786743515850144
2039.0,41.5,73750.0,34921.0,299.0,123.0,18.0,0.0,1654.0,1163.0,7.0,98.0,867.0,986.0,242300.0,719.0,929.0,1066.0,0.0,719.0,1091.0,0.0,92230,0.08524788391777509,0.14664051005394801,0.5362425066774896,0.0,0.7739504843918191,0.4252084355076018,6.233096686950642,0.0
38674.0,32.8,51750.0,19728.0,8706.0,3844.0,724.0,0.0,23821.0,16094.0,58.0,596.0,37789.0,1086.0,263200.0,9413.0,11407.0,12326.0,300.0,9413.0,15561.0,2816.0,92231,0.19176356995927962,0.22511247866783884,0.4326756531463317,0.024338796040889177,0.8251950556675726,0.977116408956922,3.9709944751381214,0.18096523359681255
6871.0,34.2,46553.0,9810.0,969.0,81.0,19.0,0.0,5080.0,2508.0,839.0,157.0,5259.0,833.0,191100.0,1151.0,1550.0,1237.0,0.0,1151.0,1423.0,186.0,92233,0.01968503937007874,0.14102750691311308,0.5484354904857678,0.0,0.7425806451612903,0.7653907728132732,4.657162865146058,0.13070976809557272
51964.0,40.5,63209.0,34807.0,8978.0,5684.0,2391.0,354.0,36697.0,25710.0,988.0,3590.0,30625.0,1445.0,381800.0,18868.0,23354.0,23402.0,298.0,18868.0,25451.0,1567.0,92234,0.22969180041965284,0.1727734585482257,0.5653401885787928,0.012733954362874968,0.8079129913505181,0.5893503194519283,3.645271049596309,0.06156929000825115
42506.0,34.9,52489.0,24017.0,4710.0,1048.0,254.0,39.0,28610.0,5103.0,212.0,107.0,41514.0,982.0,301900.0,13996.0,14231.0,20581.0,183.0,13996.0,23707.0,2815.0,92236,0.046871723173715484,0.11080788594551358,0.20584718493186083,0.008891696224673243,0.9834867542688497,0.9766621182891827,4.454260013577732,0.11874130003796347
296.0,69.3,,26745.0,48.0,31.0,123.0,0.0,275.0,236.0,10.0,4.0,57.0,,140500.0,120.0,299.0,71.0,0.0,120.0,80.0,9.0,92239,0.56,0.16216216216216217,0.37335144139460363,0.0,0.4013377926421405,0.19256756756756757,,0.1125
40755.0,35.0,48469.0,24005.0,8052.0,2269.0,719.0,218.0,25772.0,18228.0,3161.0,1051.0,25655.0,1277.0,272600.0,14278.0,16328.0,17459.0,199.0,14278.0,19221.0,1387.0,92240,0.12439857209374515,0.19757085020242915,0.5670213290415134,0.011398132768199782,0.8744487996080352,0.62949331370384,3.1629470112242233,0.07216065761406795
8232.0,52.5,42771.0,27447.0,1417.0,739.0,298.0,76.0,6551.0,5627.0,115.0,105.0,3515.0,838.0,96800.0,3725.0,6048.0,2626.0,17.0,3725.0,2956.0,294.0,92241,0.1698977255380858,0.17213313896987367,0.4975004062886593,0.006473724295506474,0.6159060846560847,0.4269922254616132,4.253281622911694,0.09945872801082543
1230.0,59.1,41429.0,31229.0,184.0,49.0,20.0,0.0,1018.0,1052.0,0.0,6.0,148.0,773.0,126200.0,628.0,1494.0,386.0,4.0,628.0,437.0,51.0,92242,0.06777996070726916,0.14959349593495935,0.22399885591390745,0.010362694300518135,0.4203480589022758,0.12032520325203253,4.466257007330746,0.11670480549199085
49193.0,32.1,54250.0,22059.0,10365.0,3100.0,1405.0,92.0,29782.0,13771.0,1674.0,689.0,42446.0,936.0,260400.0,13520.0,15469.0,18113.0,60.0,13520.0,20790.0,2025.0,92243,0.15435497951782956,0.21070070945053157,0.41876360248190914,0.003312537956164081,0.874006076669468,0.8628463399264122,4.8299501424501425,0.09740259740259741
7910.0,30.8,56604.0,18245.0,1268.0,823.0,98.0,0.0,4623.0,3101.0,68.0,27.0,7759.0,931.0,252000.0,1834.0,2087.0,2923.0,0.0,1834.0,3061.0,138.0,92249,0.19922128487994809,0.16030341340075854,0.41819467674176825,0.0,0.8787733588883565,0.9809102402022756,5.0665950590762625,0.045083306109114665
8033.0,37.1,56673.0,23939.0,1592.0,454.0,167.0,20.0,4838.0,3457.0,79.0,92.0,6014.0,756.0,272700.0,2073.0,2394.0,3011.0,0.0,2073.0,3352.0,297.0,92250,0.13249276560562215,0.1981824971990539,0.4822555600861387,0.0,0.8659147869674185,0.7486617701979336,6.247023809523809,0.08860381861575178
27050.0,33.2,90632.0,23065.0,2998.0,2160.0,602.0,137.0,16422.0,12189.0,1264.0,786.0,21226.0,1309.0,313600.0,6049.0,7261.0,8283.0,0.0,6049.0,9329.0,911.0,92251,0.17653148215808062,0.11083179297597043,0.521906156289099,0.0,0.8330808428591103,0.7846950092421442,5.769798828622358,0.09765248150927217
7911.0,42.6,53868.0,36220.0,1618.0,1051.0,356.0,41.0,5965.0,6115.0,158.0,249.0,1892.0,1122.0,272800.0,3347.0,5120.0,3128.0,0.0,3347.0,3504.0,362.0,92252,0.24274937133277452,0.20452534445708506,0.420020844293321,0.0,0.6537109375,0.2391606623688535,4.000891265597148,0.10331050228310502
37898.0,51.0,92744.0,58592.0,3601.0,6856.0,2594.0,356.0,28239.0,24711.0,744.0,1394.0,13845.0,1779.0,560500.0,15371.0,24459.0,14920.0,51.0,15371.0,16639.0,1339.0,92253,0.3472502567371366,0.09501820676552852,0.5140014958294401,0.003418230563002681,0.6284394292489472,0.36532270832233893,4.3443882330897505,0.080473586153014
9362.0,39.1,38103.0,19175.0,1614.0,95.0,0.0,0.0,6423.0,611.0,0.0,0.0,9172.0,881.0,177500.0,3390.0,3858.0,4828.0,0.0,3390.0,5454.0,565.0,92254,0.014790596294566402,0.17239906002990815,0.11710923524170713,0.0,0.8786936236391913,0.9797051911984619,3.6041430192962545,0.10359369270260359
3387.0,45.6,45938.0,29393.0,871.0,226.0,142.0,45.0,2625.0,2663.0,75.0,14.0,857.0,1316.0,230900.0,1559.0,1915.0,1301.0,5.0,1559.0,1481.0,131.0,92256,0.15733333333333333,0.2571597283731916,0.39870168487527824,0.003843197540353574,0.8140992167101828,0.25302627694124596,2.9089412360688955,0.08845374746792707
1186.0,37.7,11181.0,9754.0,611.0,50.0,0.0,0.0,752.0,632.0,255.0,16.0,441.0,756.0,56400.0,587.0,1145.0,377.0,0.0,587.0,394.0,14.0,92257,0.06648936170212766,0.515177065767285,0.6350701087726758,0.0,0.5126637554585153,0.3718381112984823,1.2324735449735449,0.03553299492385787
547.0,41.5,24853.0,21464.0,243.0,18.0,0.0,0.0,426.0,179.0,99.0,2.0,340.0,867.0,,208.0,334.0,241.0,67.0,208.0,254.0,13.0,92258,0.04225352112676056,0.44424131627056673,0.5904110301768991,0.27800829875518673,0.6227544910179641,0.6215722120658135,2.388792772010765,0.051181102362204724
225.0,58.7,,19988.0,68.0,13.0,0.0,0.0,197.0,152.0,0.0,0.0,73.0,,158200.0,145.0,340.0,28.0,0.0,145.0,54.0,26.0,92259,0.06598984771573604,0.3022222222222222,0.43836049382716047,0.0,0.4264705882352941,0.3244444444444444,,0.48148148148148145
31039.0,57.0,68750.0,53121.0,4674.0,6333.0,2342.0,385.0,24584.0,21489.0,645.0,1293.0,8545.0,1478.0,424100.0,14728.0,21747.0,12050.0,181.0,14728.0,13346.0,925.0,92260,0.36853237878294826,0.1505847482199813,0.4747824237049405,0.015020746887966806,0.6772428380926104,0.2752988176165469,3.876296797474064,0.06930915630151356
25856.0,54.3,63710.0,56646.0,4196.0,5102.0,2252.0,491.0,21188.0,17598.0,2538.0,1095.0,6952.0,1332.0,540600.0,13086.0,19811.0,11073.0,154.0,13086.0,12249.0,1008.0,92262,0.370256749103266,0.16228341584158415,0.5396337670409943,0.013907703422739998,0.6605421230629448,0.2688737623762376,3.985860860860861,0.08229243203526819
