zip_code,competitor_count,avg_competitor_rating,median_competitor_rating,avg_review_count,total_reviews,avg_price_tier,open_count,market_saturation_score,opportunity_score
91914,3,4.266666666666667,4.4,176.0,528,2.0,3,2.56,0.376
91932,5,4.4399999999999995,4.8,22.4,112,1.5,5,4.44,0.22
91935,2,4.75,4.75,13.0,26,1.0,2,1.9,0.5
91941,7,4.342857142857143,4.7,81.85714285714286,573,1.8333333333333333,7,6.08,0.162
91942,17,4.370588235294117,4.8,83.52941176470588,1420,1.8571428571428572,17,14.86,0.067
91945,9,4.2444444444444445,4.8,45.666666666666664,411,2.0,9,7.64,0.129
91950,20,4.375,4.7,44.85,897,1.4166666666666667,20,17.5,0.057
91977,14,4.392857142857143,4.4,50.142857142857146,702,1.3636363636363635,14,12.3,0.081
91978,1,5.0,5.0,1.0,1,,1,1.0,0.909
92009,1,5.0,5.0,7.0,7,,1,1.0,0.909
92011,1,4.8,4.8,13.0,13,,1,0.96,0.943
92014,9,3.8444444444444446,4.0,85.22222222222223,767,2.1666666666666665,9,6.92,0.142
92019,7,3.7142857142857144,3.5,25.571428571428573,179,1.75,7,5.2,0.189
92020,16,3.78125,3.8,33.0625,529,2.0833333333333335,16,12.1,0.082
92021,14,4.385714285714285,4.55,51.857142857142854,726,1.7,14,12.28,0.081
92024,5,3.9799999999999995,5.0,17.0,85,2.0,5,3.98,0.245
92028,1,5.0,5.0,27.0,27,,1,1.0,0.909
92037,36,4.316666666666666,4.5,138.58333333333334,4989,2.0,36,31.08,0.032
92040,8,4.275,4.4,50.5,404,2.0,8,6.84,0.144
92064,2,4.35,4.35,55.0,110,1.0,2,1.74,0.543
92065,1,5.0,5.0,4.0,4,,1,1.0,0.909
92069,1,5.0,5.0,6.0,6,,1,1.0,0.909
92071,22,4.113636363636363,4.25,67.36363636363636,1482,1.6363636363636365,22,18.1,0.055
92081,1,4.2,4.2,934.0,934,2.0,1,0.84,1.064
92084,1,5.0,5.0,7.0,7,,1,1.0,0.909
92090,1,5.0,5.0,2.0,2,1.0,1,1.0,0.909
92092,1,5.0,5.0,10.0,10,1.0,1,1.0,0.909
92093,3,4.333333333333333,4.1,27.333333333333332,82,1.0,3,2.6,0.37
92101,83,4.309638554216868,4.6,217.2289156626506,18030,1.775,83,71.54,0.014
92102,18,4.688888888888889,4.95,53.55555555555556,964,1.7,18,16.88,0.059
92103,35,4.045714285714285,4.5,326.34285714285716,11422,1.7727272727272727,35,28.32,0.035
92104,25,4.352,4.4,97.64,2441,1.8125,25,21.76,0.046
92105,18,4.361111111111111,4.65,31.055555555555557,559,1.4444444444444444,18,15.7,0.063
92106,16,4.275,4.4,250.3125,4005,1.9166666666666667,16,13.68,0.073
92107,9,4.377777777777777,4.4,186.44444444444446,1678,1.8333333333333333,9,7.88,0.125
92108,15,4.473333333333333,4.4,92.13333333333334,1382,1.8333333333333333,15,13.42,0.074
92109,31,4.132258064516129,4.5,134.19354838709677,4160,2.0,31,25.62,0.039
92110,26,4.361538461538462,4.6,151.65384615384616,3943,1.8571428571428572,26,22.68,0.044
92111,31,4.251612903225807,4.4,141.29032258064515,4380,1.6842105263157894,31,26.36,0.038
92113,19,4.794736842105263,5.0,9.68421052631579,184,1.8571428571428572,19,18.22,0.055
92114,9,4.877777777777777,5.0,13.11111111111111,118,1.2,9,8.78,0.113
92115,19,4.231578947368422,4.5,53.94736842105263,1025,1.8,19,16.08,0.062
92116,14,4.4071428571428575,4.55,87.28571428571429,1222,1.75,14,12.34,0.08
92117,21,3.7047619047619045,3.8,57.714285714285715,1212,1.6666666666666667,21,15.56,0.064
92118,11,3.9272727272727277,3.6,157.1818181818182,1729,1.7777777777777777,11,8.64,0.114
92119,5,4.38,4.6,143.6,718,1.3333333333333333,5,4.38,0.223
92120,11,4.318181818181818,4.7,144.45454545454547,1589,1.7777777777777777,11,9.5,0.104
92121,19,4.5,5.0,40.473684210526315,769,1.75,19,17.1,0.058
92122,12,3.3083333333333336,3.8,264.4166666666667,3173,1.875,12,7.94,0.124
92123,16,3.8625,4.45,42.75,684,1.5,16,12.36,0.08
92124,4,3.3,2.9,69.5,278,2.0,4,2.64,0.365
92125,1,4.2,4.2,13.0,13,1.0,1,0.84,1.064
92126,26,3.6692307692307695,3.8,144.0,3744,1.5,26,19.08,0.052
92127,1,5.0,5.0,5.0,5,,1,1.0,0.909
92129,8,4.1125,4.6,54.125,433,1.75,8,6.58,0.15
92130,19,4.042105263157895,4.4,91.94736842105263,1747,2.0,19,15.36,0.065
92131,5,3.2600000000000002,4.2,98.6,493,2.0,5,3.26,0.298
92132,1,4.1,4.1,17.0,17,,1,0.82,1.087
92135,2,2.5,2.5,1.0,2,,2,1.0,0.909
92136,4,4.25,4.0,33.0,132,1.5,4,3.4,0.286
92138,1,5.0,5.0,1.0,1,,1,1.0,0.909
92139,1,3.3,3.3,113.0,113,2.0,1,0.66,1.316
92145,2,5.0,5.0,1.5,3,,2,2.0,0.476
92154,2,5.0,5.0,3.5,7,1.0,2,2.0,0.476
92155,1,5.0,5.0,2.0,2,,1,1.0,0.909
92161,1,4.4,4.4,37.0,37,1.0,1,0.88,1.02
92182,3,4.6000000000000005,5.0,20.0,60,1.0,3,2.76,0.35
92313,5,3.46,3.8,35.6,178,2.0,5,3.46,0.281
92316,9,3.744444444444445,4.0,15.333333333333334,138,1.6666666666666667,9,6.74,0.146
92324,32,3.871875,4.15,28.25,904,1.4375,32,24.78,0.04
92335,47,3.9936170212765956,4.4,22.0,1034,1.6666666666666667,47,37.54,0.027
92336,6,4.3500000000000005,4.55,45.333333333333336,272,1.0,6,5.22,0.188
92337,9,3.9000000000000004,4.0,67.11111111111111,604,1.6666666666666667,9,7.02,0.14
92346,1,4.8,4.8,135.0,135,2.0,1,0.96,0.943
92350,1,3.8,3.8,17.0,17,1.0,1,0.76,1.163
